item_id,movie_title,release_year,genre
635,Escape to Witch Mountain,1975,Adventure Children's Fantasy
636,Tom Jones,1963,Comedy
637,Tommy Boy,1995,Comedy
638,While You Were Sleeping,1995,Comedy Romance
639,Practical Magic,1998,Drama Romance
640,Star Trek: The Motion Picture,1979,Action Adventure Sci-Fi
641,Beetlejuice,1988,Comedy Fantasy
642,Star Trek: The Wrath of Khan,1982,Action Adventure Sci-Fi
643,Star Trek III: The Search for Spock,1984,Action Adventure Sci-Fi
644,Sabrina,1954,Comedy Romance
645,Star Trek IV: The Voyage Home,1986,Action Adventure Sci-Fi
646,Batman Returns,1992,Action Adventure Comedy Crime
647,Roman Holiday,1953,Comedy Romance
648,Meet Me in St. Louis,1944,Musical
649,Old Yeller,1957,Children's Drama
650,"13th Warrior, The",1999,Action Horror Thriller
651,"Gold Rush, The",1925,Comedy
652,Homeward Bound: The Incredible Journey,1993,Adventure Children's
653,"Shaggy Dog, The",1959,Children's Comedy
654,"20,000 Leagues Under the Sea",1954,Adventure Children's Fantasy Sci-Fi
655,Hook,1991,Adventure Fantasy
656,Ace Ventura: Pet Detective,1994,Comedy
657,Mixed Nuts,1994,Comedy
658,Hero,1992,Comedy Drama
659,Miracle on 34th Street,1994,Drama
660,Citizen Kane,1941,Drama
661,2001: A Space Odyssey,1968,Drama Mystery Sci-Fi Thriller
662,Alien Nation,1988,Crime Drama Sci-Fi
663,Mad Max 2,a.k.a. The Road Warrior,Action Sci-Fi
664,All About Eve,1950,Drama
665,Mad Max Beyond Thunderdome,1985,Action Sci-Fi
666,Cool Runnings,1993,Comedy
667,"Cable Guy, The",1996,Comedy
668,"Godfather, The",1972,Action Crime Drama
669,Winnie the Pooh and the Blustery Day,1968,Animation Children's
670,"Sword in the Stone, The",1963,Animation Children's
671,Trekkies,1997,Documentary
672,Labyrinth,1986,Adventure Children's Fantasy
673,"Corrina, Corrina",1994,Comedy Drama Romance
674,"Jewel of the Nile, The",1985,Action Adventure Comedy Romance
675,Cocoon,1985,Comedy Sci-Fi
676,Tora! Tora! Tora!,1970,War
677,Willow,1988,Action Adventure Fantasy
678,"Affair to Remember, An",1957,Romance
679,Bedknobs and Broomsticks,1971,Adventure Children's Musical
680,"Streetcar Named Desire, A",1951,Drama
681,Alice in Wonderland,1951,Animation Children's Musical
682,Coneheads,1993,Comedy Sci-Fi
683,"Ghost and Mrs. Muir, The",1947,Drama Romance
684,Hamlet,1990,Drama
685,That Thing You Do!,1996,Comedy
686,Naked Gun 33 1/3: The Final Insult,1994,Comedy
687,Christmas Vacation,1989,Comedy
688,"7th Voyage of Sinbad, The",1958,Action Adventure Fantasy
689,You've Got Mail,1998,Comedy Romance
690,March of the Wooden Soldiers,a.k.a. Laurel & Hardy in Toyland,Comedy
691,Scrooged,1988,Comedy
692,It's a Wonderful Life,1946,Drama
693,Mr. Smith Goes to Washington,1939,Drama
694,Mr. Mom,1983,Comedy Drama
695,"Hard Day's Night, A",1964,Comedy Musical
696,Battlefield Earth,2000,Action Sci-Fi
697,"Return of the Pink Panther, The",1974,Comedy
698,Robin Hood: Men in Tights,1993,Comedy
699,Romeo and Juliet,1968,Drama Romance
700,Vacation,1983,Comedy
701,Escape from New York,1981,Action Adventure Sci-Fi Thriller
702,Patch Adams,1998,Comedy Drama
703,Mr. Holland's Opus,1995,Drama
704,"Dog's Life, A",1920,Comedy
705,Ulee's Gold,1997,Drama
706,Tea with Mussolini,1999,Comedy
707,"Shop Around the Corner, The",1940,Comedy Romance
708,Shampoo,1975,Comedy Romance
709,Everything You Always Wanted to Know About Sex,1972,Comedy
710,Lethal Weapon,1987,Action Comedy Crime Drama
711,"Inspector General, The",1949,Musical
712,Lethal Weapon 2,1989,Action Comedy Crime Drama
713,Aliens,1986,Action Sci-Fi Thriller War
714,Gremlins,1984,Comedy Horror
715,12 Angry Men,1957,Drama
716,"Goonies, The",1985,Adventure Children's Fantasy
717,Lawrence of Arabia,1962,Adventure War
718,"African Queen, The",1951,Action Adventure Romance War
719,Excalibur,1981,Action Drama Fantasy Romance
720,White Christmas,1954,Musical
721,Help!,1965,Comedy Musical
722,"Philadelphia Story, The",1940,Comedy Romance
723,Soylent Green,1973,Sci-Fi Thriller
724,"Pajama Game, The",1957,Comedy
725,Singin' in the Rain,1952,Musical Romance
726,Private Benjamin,1980,Comedy
727,From Russia with Love,1963,Action
728,Sleepless in Seattle,1993,Comedy Romance
729,Fletch,1985,Comedy
730,Sister Act,1992,Comedy Crime
731,Man on the Moon,1999,Comedy Drama
732,Galaxy Quest,1999,Adventure Comedy Sci-Fi
733,"Money Pit, The",1986,Comedy
734,Police Academy,1984,Comedy
735,Cat on a Hot Tin Roof,1958,Drama
736,Back to the Future Part II,1989,Comedy Sci-Fi
737,Back to the Future Part III,1990,Comedy Sci-Fi Western
738,"Absent Minded Professor, The",1961,Children's Comedy Fantasy
739,Army of Darkness,1993,Action Adventure Comedy Horror Sci-Fi
740,Willy Wonka and the Chocolate Factory,1971,Adventure Children's Comedy Fantasy
741,Porky's,1981,Comedy
742,Blade Runner,1982,Film-Noir Sci-Fi
743,Son in Law,1993,Comedy
744,So I Married an Axe Murderer,1993,Comedy Romance Thriller
745,Wayne's World 2,1993,Comedy
746,"Boy Who Could Fly, The",1986,Drama Fantasy
747,Planet of the Apes,1968,Action Sci-Fi
748,FairyTale: A True Story,1997,Children's Drama Fantasy
749,"Simple Wish, A",1997,Children's Fantasy
750,My Dog Skip,1999,Comedy
751,Anne Frank Remembered,1995,Documentary
752,G.I. Jane,1997,Action Drama War
753,Dune,1984,Fantasy Sci-Fi
754,"Blues Brothers, The",1980,Action Comedy Musical
755,Monty Python's Life of Brian,1979,Comedy
756,"Bad Seed, The",1956,Drama Thriller
757,Time Bandits,1981,Adventure Fantasy Sci-Fi
758,Beneath the Planet of the Apes,1970,Action Sci-Fi
759,Buffy the Vampire Slayer,1992,Comedy Horror
760,"Way We Were, The",1973,Drama
761,Star Trek: Insurrection,1998,Action Sci-Fi
762,Papillon,1973,Drama
763,Santa Claus: The Movie,1985,Adventure Children's Fantasy
764,Field of Dreams,1989,Drama
765,Annie Hall,1977,Comedy Romance
766,Tron,1982,Action Adventure Fantasy Sci-Fi
767,"Black Cauldron, The",1985,Animation Children's
768,L.A. Story,1991,Comedy Romance
769,"Sting, The",1973,Comedy Crime
770,"Jerk, The",1979,Comedy
771,Weekend at Bernie's,1989,Comedy
772,Never Cry Wolf,1983,Drama
773,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,Comedy
774,Starship Troopers,1997,Action Adventure Sci-Fi War
775,Waterworld,1995,Action Adventure
776,"Man with Two Brains, The",1983,Comedy
777,"Computer Wore Tennis Shoes, The",1970,Children's Comedy
778,Condorman,1981,Action Adventure Children's Comedy
779,Abbott and Costello Meet Frankenstein,1948,Comedy Horror
780,Darby O'Gill and the Little People,1959,Adventure Children's Fantasy
781,"Far Off Place, A",1993,Adventure Children's Drama Romance
782,Flight of the Navigator,1986,Adventure Children's Sci-Fi
783,"Gnome-Mobile, The",1967,Children's
784,"Happiest Millionaire, The",1967,Comedy Musical
785,Half Baked,1998,Comedy
786,Billy Madison,1995,Comedy
787,American Pie,1999,Comedy
788,Mommie Dearest,1981,Drama
789,"Blair Witch Project, The",1999,Horror
790,Kids in the Hall: Brain Candy,1996,Comedy
791,"Good Morning, Vietnam",1987,Comedy Drama War
792,Dumb & Dumber,1994,Comedy
793,Blue Velvet,1986,Drama Mystery
794,Hoop Dreams,1994,Documentary
795,Immortal Beloved,1994,Drama Romance
796,This Is Spinal Tap,1984,Comedy Drama Musical
797,"Muppet Movie, The",1979,Children's Comedy
798,Fatal Attraction,1987,Thriller
799,Pushing Tin,1999,Comedy
800,Holy Man,1998,Comedy
801,Heavy,1995,Drama Romance
802,Muriel's Wedding,1994,Comedy Romance
803,Almost Heroes,1998,Adventure Comedy
804,Orgazmo,1997,Comedy
805,Sweet and Lowdown,1999,Comedy Drama
806,Superstar,1999,Comedy
807,"Nutty Professor, The",1996,Comedy Fantasy Romance Sci-Fi
808,"Adventures of Sebastian Cole, The",1998,Comedy Drama
809,"Waterboy, The",1998,Comedy
810,Vegas Vacation,1997,Comedy
811,Deuce Bigalow: Male Gigolo,1999,Comedy
812,Schizopolis,1996,Comedy
813,Dave,1993,Comedy Romance
814,Dazed and Confused,1993,Comedy
815,Breakfast of Champions,1999,Comedy
816,Dream With the Fishes,1997,Drama
817,Inventing the Abbotts,1997,Drama Romance
818,Mumford,1999,Comedy
819,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.,1999,Documentary
820,Angels and Insects,1995,Drama Romance
821,Black Sheep,1996,Comedy
822,Fly Away Home,1996,Adventure Children's
823,Kalifornia,1993,Drama Thriller
824,Analyze This,1999,Comedy
825,Bean,1997,Comedy
826,Swing Kids,1993,Drama War
827,"Truth About Cats & Dogs, The",1996,Comedy Romance
828,Dog Day Afternoon,1975,Comedy Crime Drama
829,Larger Than Life,1996,Comedy
830,Almost Famous,2000,Comedy Drama
831,Father of the Bride,1950,Comedy
832,Quatermass and the Pit,1967,Sci-Fi
833,"Man Who Would Be King, The",1975,Adventure
834,2 Days in the Valley,1996,Crime
835,Dick Tracy,1990,Action Crime
836,Scary Movie,2000,Comedy Horror
837,Audrey Rose,1977,Horror
838,"Great Escape, The",1963,Adventure War
839,Superman II,1980,Action Adventure Sci-Fi
840,Quest for Fire,1981,Adventure
841,Ladyhawke,1985,Adventure Fantasy Romance
842,GoldenEye,1995,Action Adventure Thriller
843,Medicine Man,1992,Adventure Romance
844,True Grit,1969,Adventure Western
845,Black Beauty,1994,Adventure Children's
846,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The",1984,Adventure Comedy Sci-Fi
847,Young Sherlock Holmes,1985,Action Adventure Mystery
848,"Saint, The",1997,Action Romance Thriller
849,Rising Sun,1993,Action Drama Mystery
850,Around the World in 80 Days,1956,Adventure Comedy
851,"Indian in the Cupboard, The",1995,Adventure Children's Fantasy
852,Titan A.E.,2000,Adventure Animation Sci-Fi
853,"Emerald Forest, The",1985,Action Adventure Drama
854,"Big Blue, The",Le Grand Bleu,Adventure Romance
855,Logan's Run,1976,Action Adventure Sci-Fi
856,Conan the Barbarian,1982,Action Adventure
857,Forever Young,1992,Adventure Romance Sci-Fi
858,"Crimson Pirate, The",1952,Adventure Comedy Sci-Fi
859,Mission to Mars,2000,Sci-Fi
860,"Deer Hunter, The",1978,Drama War
861,10 Things I Hate About You,1999,Comedy Romance
862,"400 Blows, The",Les Quatre cents coups,Drama
863,Spaceballs,1987,Comedy Sci-Fi
864,Broadcast News,1987,Comedy Drama Romance
865,Big Daddy,1999,Comedy
866,Children of Paradise,Les enfants du paradis,Drama Romance
867,Halloween,1978,Horror
868,Bringing Out the Dead,1999,Drama Horror
869,She's All That,1999,Comedy Romance
870,"Birdcage, The",1996,Comedy
871,What Lies Beneath,2000,Thriller
872,Arlington Road,1999,Thriller
873,EDtv,1999,Comedy
874,"Bachelor, The",1999,Comedy Romance
875,"Bone Collector, The",1999,Thriller
876,"Haunting, The",1999,Horror Thriller
877,Congo,1995,Action Adventure Mystery Sci-Fi
878,"Arrival, The",1996,Action Sci-Fi Thriller
879,Runaway Bride,1999,Comedy Romance
880,Never Been Kissed,1999,Comedy Romance
881,Palmetto,1998,Film-Noir Mystery Thriller
882,Murder at 1600,1997,Mystery Thriller
883,Lord of the Flies,1963,Adventure Drama Thriller
884,American Psycho,2000,Comedy Horror Thriller
885,Just Cause,1995,Mystery Thriller
886,Ransom,1996,Drama Thriller
887,Striptease,1996,Comedy Crime
888,Instinct,1999,Drama Thriller
889,Bulworth,1998,Comedy
890,"Thomas Crown Affair, The",1999,Action Thriller
891,"Big Kahuna, The",2000,Comedy Drama
892,"Thomas Crown Affair, The",1968,Crime Drama Thriller
893,"Perfect Murder, A",1998,Mystery Thriller
894,Air Force One,1997,Action Thriller
895,Sneakers,1992,Crime Drama Sci-Fi
896,Stigmata,1999,Thriller
897,Stir of Echoes,1999,Thriller
898,Big Momma's House,2000,Comedy
899,Mrs. Doubtfire,1993,Comedy
900,"Cradle Will Rock, The",1999,Drama
901,One True Thing,1998,Drama
902,Rush Hour,1998,Action Thriller
903,Seven Years in Tibet,1997,Drama War
904,"Game, The",1997,Mystery Thriller
905,Selena,1997,Drama Musical
906,Flubber,1997,Children's Comedy Fantasy
907,"Civil Action, A",1998,Drama
908,From Dusk Till Dawn,1996,Action Comedy Crime Horror Thriller
909,I Know What You Did Last Summer,1997,Horror Mystery Thriller
910,"Devil's Advocate, The",1997,Crime Horror Mystery Thriller
911,Jakob the Liar,1999,Drama
912,Very Bad Things,1998,Comedy Crime
913,Psycho,1998,Crime Horror Thriller
914,"Story of Us, The",1999,Comedy Drama
915,Tombstone,1993,Western
916,Primal Fear,1996,Drama Thriller
917,Singles,1992,Comedy Drama Romance
918,Entrapment,1999,Crime Thriller
919,"Newton Boys, The",1998,Crime Drama
920,Wild Things,1998,Crime Drama Mystery Thriller
921,"Simple Plan, A",1998,Crime Thriller
922,"Prince of Egypt, The",1998,Animation Musical
923,House Party,1990,Comedy
924,Basic Instinct,1992,Mystery Thriller
925,"Rainmaker, The",1997,Drama
926,Baby Geniuses,1999,Comedy
927,"Love Letter, The",1999,Comedy Romance
928,Wild Wild West,1999,Action Sci-Fi Western
929,"Mod Squad, The",1999,Action Crime
930,Lake Placid,1999,Horror Thriller
931,Doctor Dolittle,1998,Comedy
932,"Bell, Book and Candle",1958,Comedy Romance
933,Superman IV: The Quest for Peace,1987,Action Adventure Sci-Fi
934,Inspector Gadget,1999,Action Adventure Children's Comedy
935,Deep Blue Sea,1999,Action Sci-Fi Thriller
936,Mickey Blue Eyes,1999,Comedy Romance
937,Dudley Do-Right,1999,Children's Comedy
938,"Iron Giant, The",1999,Animation Children's
939,I Saw What You Did,1965,Thriller
940,Desperately Seeking Susan,1985,Comedy Romance
941,Drive Me Crazy,1999,Comedy Romance
942,Jack Frost,1998,Comedy Drama
943,"Best Man, The",1999,Drama
944,"Grifters, The",1990,Crime Drama Film-Noir
945,Village of the Damned,1960,Horror Sci-Fi Thriller
946,Children of the Damned,1963,Horror Sci-Fi Thriller
947,"Invisible Man, The",1933,Horror Sci-Fi
948,"Cell, The",2000,Sci-Fi Thriller
949,My Left Foot,1989,Drama
950,Solaris,Solyaris,Drama Sci-Fi
951,"Art of War, The",2000,Action
952,Destination Moon,1950,Sci-Fi
953,Sphere,1998,Adventure Sci-Fi Thriller
954,Devil in a Blue Dress,1995,Crime Film-Noir Mystery Thriller
955,Waking the Dead,1999,Drama
956,Shallow Grave,1994,Thriller
957,Heavenly Creatures,1994,Drama Fantasy Romance Thriller
958,Angel Baby,1995,Drama
959,"Big Sleep, The",1946,Film-Noir Mystery
960,"Thing From Another World, The",1951,Sci-Fi
961,It Came from Outer Space,1953,Sci-Fi
962,It Came from Beneath the Sea,1955,Sci-Fi
963,Invasion of the Body Snatchers,1956,Horror Sci-Fi
964,"Mole People, The",1956,Sci-Fi
965,Swamp Thing,1982,Horror Sci-Fi
966,"Omega Man, The",1971,Sci-Fi
967,2010,1984,Mystery Sci-Fi
968,"Navigator: A Mediaeval Odyssey, The",1988,Adventure Fantasy Sci-Fi
969,Strange Days,1995,Action Crime Sci-Fi
970,Outrageous Fortune,1987,Comedy Mystery
971,"War, The",1994,Adventure Drama
972,"Brother from Another Planet, The",1984,Drama Sci-Fi
973,Phantasm,1979,Horror Sci-Fi
974,Moonraker,1979,Action Romance Sci-Fi
975,Shanghai Triad,Yao a yao yao dao waipo qiao,Drama
976,Hoodlum,1997,Crime Drama Film-Noir
977,"Long Walk Home, The",1990,Drama
978,"Limey, The",1999,Action Crime Drama
979,"Hidden, The",1987,Action Horror Sci-Fi
980,"Professional, The",a.k.a. Leon: The Professional,Crime Drama Romance Thriller
981,In & Out,1997,Comedy
982,"Stepford Wives, The",1975,Sci-Fi Thriller
983,Laura,1944,Crime Film-Noir Mystery
984,Farewell My Concubine,1993,Drama Romance
985,"Thousand Acres, A",1997,Drama
986,Bicentennial Man,1999,Comedy Drama Sci-Fi
987,Them!,1954,Sci-Fi Thriller War
988,"Thing, The",1982,Action Horror Sci-Fi Thriller
989,Puppet Master III: Toulon's Revenge,1991,Horror Sci-Fi Thriller
990,Center Stage,2000,Drama
991,Pitch Black,2000,Action Sci-Fi
992,"Clockwork Orange, A",1971,Sci-Fi
993,"Murder, My Sweet",1944,Film-Noir Thriller
994,Screamers,1995,Sci-Fi Thriller
995,Lifeforce,1985,Horror Sci-Fi
996,Metropolis,1926,Sci-Fi
997,Space Cowboys,2000,Action Sci-Fi
998,Heavy Metal,1981,Action Adventure Animation Horror Sci-Fi
999,Sleeper,1973,Comedy Sci-Fi
1000,Meteor,1979,Sci-Fi
1001,Westworld,1973,Action Sci-Fi Thriller Western
1002,"Fly, The",1958,Horror Sci-Fi
1003,"Fly, The",1986,Horror Sci-Fi
1004,Night of the Creeps,1986,Comedy Horror Sci-Fi
1005,Escape from the Planet of the Apes,1971,Action Sci-Fi
1006,Forbidden Planet,1956,Sci-Fi
1007,Mulholland Falls,1996,Crime Film-Noir Thriller
1008,Night of the Comet,1984,Action Horror Sci-Fi
1009,"Lock, Stock & Two Smoking Barrels",1998,Comedy Crime Thriller
1010,What Happened Was...,1994,Comedy Drama Romance
1011,Wing Commander,1999,Action Sci-Fi
1012,Dark City,1998,Film-Noir Sci-Fi Thriller
1013,Fantastic Voyage,1966,Adventure Sci-Fi
1014,"Lord of the Rings, The",1978,Adventure Animation Children's Sci-Fi
1015,Nineteen Eighty-Four,1984,Drama Sci-Fi
1016,Robocop,1987,Action Crime Sci-Fi
1017,For Your Eyes Only,1981,Action
1018,All Dogs Go to Heaven,1989,Animation Children's
1019,Hocus Pocus,1993,Children's Comedy
1020,Thunderball,1965,Action
1021,"Sex, Lies, and Videotape",1989,Drama
1022,Circle of Friends,1995,Drama Romance
1023,Casper,1995,Adventure Children's
1024,Supergirl,1984,Action Adventure Fantasy
1025,"Secret of NIMH, The",1982,Animation Children's
1026,Teenage Mutant Ninja Turtles III,1993,Action Children's Fantasy
1027,Barb Wire,1996,Action Sci-Fi
1028,Drop Dead Gorgeous,1999,Comedy
1029,Tango,1998,Drama
1030,Queen Margot,La Reine Margot,Drama Romance
1031,Eat Drink Man Woman,1994,Comedy Drama
1032,"American Tail, An",1986,Animation Children's Comedy
1033,"American Tail: Fievel Goes West, An",1991,Animation Children's Comedy
1034,First Knight,1995,Action Adventure Drama Romance
1035,Legend,1985,Adventure Fantasy Romance
1036,Pretty in Pink,1986,Comedy Drama Romance
1037,Cape Fear,1962,Film-Noir Thriller
1038,Highlander: Endgame,2000,Action Adventure Fantasy
1039,Highlander,1986,Action Adventure
1040,Parenthood,1989,Comedy Drama
1041,"Swan Princess, The",1994,Animation Children's
1042,"Avengers, The",1998,Action Adventure
1043,"Muppet Christmas Carol, The",1992,Children's Musical
1044,101 Dalmatians,1961,Animation Children's
1045,"Rescuers Down Under, The",1990,Animation Children's
1046,Universal Soldier: The Return,1999,Action Sci-Fi
1047,"Color Purple, The",1985,Drama
1048,"Great Muppet Caper, The",1981,Children's Comedy
1049,"Muppets Take Manhattan, The",1984,Children's Comedy
1050,Sesame Street Presents Follow That Bird,1985,Children's Comedy
1051,Tank Girl,1995,Action Comedy Musical Sci-Fi
1052,101 Dalmatians,1996,Children's Comedy
1053,"Crow: City of Angels, The",1996,Action Thriller
1054,D3: The Mighty Ducks,1996,Children's Comedy
1055,Highlander III: The Sorcerer,1994,Action Sci-Fi
1056,Deep Impact,1998,Action Drama Sci-Fi Thriller
1057,Little Women,1994,Drama
1058,"Little Princess, A",1995,Children's Drama
1059,Say Anything...,1989,Comedy Drama Romance
1060,"Parent Trap, The",1961,Children's Drama
1061,Godzilla,1998,Action Sci-Fi
1062,Ordinary People,1980,Drama
1063,Othello,1995,Drama
1064,Toys,1992,Action Comedy Fantasy
1065,Bird on a Wire,1990,Action Adventure Romance Thriller
1066,On Her Majesty's Secret Service,1969,Action
1067,"Spy Who Loved Me, The",1977,Action
1068,"Last Emperor, The",1987,Drama War
1069,"Man with the Golden Gun, The",1974,Action
1070,Rambo: First Blood Part II,1985,Action War
1071,Rambo III,1988,Action War
1072,Kull the Conqueror,1997,Action Adventure
1073,Mars Attacks!,1996,Action Comedy Sci-Fi War
1074,"Fox and the Hound, The",1981,Animation Children's
1075,Poison Ivy II,1995,Thriller
1076,Mortal Kombat,1995,Action Adventure
1077,Sid and Nancy,1986,Drama
1078,"Adventures of Robin Hood, The",1938,Action Adventure
1079,"Karate Kid, Part II, The",1986,Action Adventure Drama
1080,"Karate Kid III, The",1989,Action Adventure Drama
1081,Drop Dead Fred,1991,Comedy Fantasy
1082,Batman & Robin,1997,Action Adventure Crime
1083,Anaconda,1997,Action Adventure Thriller
1084,Aladdin and the King of Thieves,1996,Animation Children's Comedy
1085,Serial Mom,1994,Comedy Crime Horror
1086,Hot Shots! Part Deux,1993,Action Comedy War
1087,Red Sonja,1985,Action Adventure
1088,Freaky Friday,1977,Children's Comedy
1089,Home Alone 2: Lost in New York,1992,Children's Comedy
1090,Seven Samurai,The Magnificent Seven,Action Drama
1091,"Aristocats, The",1970,Animation Children's
1092,Super Mario Bros.,1993,Action Adventure Children's Sci-Fi
1093,Howard the Duck,1986,Adventure Children's Sci-Fi
1094,In the Name of the Father,1993,Drama
1095,White Squall,1996,Adventure Drama
1096,Dangerous Liaisons,1988,Drama Romance
1097,Lolita,1997,Drama Romance
1098,Plunkett & MaCleane,1999,Action Drama
1099,"Running Man, The",1987,Action Adventure Sci-Fi
1100,Last Action Hero,1993,Action Comedy
1101,Spawn,1997,Action Adventure Sci-Fi Thriller
1102,3 Ninjas: High Noon On Mega Mountain,1998,Action Children's
1103,Best in Show,2000,Comedy
1104,"Crying Game, The",1992,Drama Romance War
1105,Menace II Society,1993,Action Crime Drama
1106,D2: The Mighty Ducks,1994,Children's Comedy
1107,Glory,1989,Action Drama War
1108,"Creature From the Black Lagoon, The",1954,Horror
1109,"American Werewolf in London, An",1981,Horror
1110,Licence to Kill,1989,Action
1111,Live and Let Die,1973,Action
1112,"Amityville Horror, The",1979,Horror
1113,"Shining, The",1980,Horror
1114,"Mummy, The",1932,Horror Romance
1115,"Mummy's Tomb, The",1942,Horror
1116,Scream,1996,Horror Thriller
1117,"Blob, The",1958,Horror Sci-Fi
1118,Roger & Me,1989,Comedy Documentary
1119,Dracula,1931,Horror
1120,House of Dracula,1945,Horror
1121,House of Frankenstein,1944,Horror
1122,"Out-of-Towners, The",1999,Comedy
1123,Blues Brothers 2000,1998,Action Comedy Musical
1124,Frankenstein,1931,Horror
1125,Son of Frankenstein,1939,Horror
1126,Bride of Frankenstein,1935,Horror
1127,Son of Dracula,1943,Horror
1128,"Omen, The",1976,Horror
1129,Rosemary's Baby,1968,Horror Thriller
1130,Tales from the Hood,1995,Comedy Horror
1131,Star Trek V: The Final Frontier,1989,Action Adventure Sci-Fi
1132,Tales from the Crypt Presents: Bordello of Blood,1996,Horror
1133,Kingpin,1996,Comedy
1134,Outside Providence,1999,Comedy
1135,Beverly Hills Cop III,1994,Action Comedy
1136,Loaded Weapon 1,1993,Action Comedy
1137,I Still Know What You Did Last Summer,1998,Horror Mystery Thriller
1138,Dirty Work,1998,Comedy
1139,Friday the 13th,1980,Horror
1140,"Relic, The",1997,Horror
1141,Pit and the Pendulum,1961,Horror
1142,Damien: Omen II,1978,Horror
1143,"World Is Not Enough, The",1999,Action Thriller
1144,Blue Streak,1999,Comedy
1145,"Final Conflict, The",a.k.a. Omen III: The Final Conflict,Horror
1146,Screwed,2000,Comedy
1147,Poltergeist,1982,Horror Thriller
1148,Office Space,1999,Comedy Romance
1149,King Kong,1976,Action Adventure Horror
1150,"Night at the Roxbury, A",1998,Comedy
1151,Gremlins 2: The New Batch,1990,Comedy Horror
1152,Dr. No,1962,Action
1153,Scream 2,1997,Horror Thriller
1154,"View to a Kill, A",1985,Action
1155,"Me, Myself and Irene",2000,Comedy
1156,Psycho,1960,Horror Thriller
1157,"Next Best Thing, The",2000,Comedy Drama
1158,Phantoms,1998,Horror
1159,Tall Tale,1994,Adventure Children's
1160,Scream 3,2000,Horror Mystery Thriller
1161,"Apostle, The",1997,Drama
1162,Booty Call,1997,Comedy Romance
1163,"Brady Bunch Movie, The",1995,Comedy
1164,"Princess Mononoke, The",Mononoke Hime,Action Adventure Animation
1165,Little Nemo: Adventures in Slumberland,1992,Animation Children's
1166,"Messenger: The Story of Joan of Arc, The",1999,Drama War
1167,Stop! Or My Mom Will Shoot,1992,Action Comedy
1168,House Party 2,1991,Comedy
1169,"Ninth Gate, The",2000,Thriller
1170,Fallen,1998,Action Mystery Thriller
1171,Bad Boys,1995,Action
1172,"Man Who Knew Too Little, The",1997,Comedy Mystery
1173,Children of the Corn,1984,Horror Thriller
1174,Weird Science,1985,Comedy
1175,Beavis and Butt-head Do America,1996,Animation Comedy
1176,Creepshow 2,1987,Horror
1177,"Nightmare on Elm Street, A",1984,Horror
1178,"Very Brady Sequel, A",1996,Comedy
1179,Grumpy Old Men,1993,Comedy
1180,Some Folks Call It a Sling Blade,1993,Drama Thriller
1181,Stuart Saves His Family,1995,Comedy
1182,Judge Dredd,1995,Action Adventure Sci-Fi
1183,"Gods Must Be Crazy, The",1980,Comedy
1184,Fierce Creatures,1997,Comedy
1185,"Way of the Gun, The",2000,Crime Thriller
1186,Suicide Kings,1997,Crime Drama
1187,Junior,1994,Comedy Sci-Fi
1188,"Net, The",1995,Sci-Fi Thriller
1189,Attack of the Killer Tomatoes!,1980,Comedy Horror
1190,Dante's Peak,1997,Action Thriller
1191,High School High,1996,Comedy
1192,Notting Hill,1999,Comedy Romance
1193,Some Like It Hot,1959,Comedy Crime
1194,My Blue Heaven,1990,Comedy
1195,Escape from L.A.,1996,Action Adventure Sci-Fi Thriller
1196,"Distinguished Gentleman, The",1992,Comedy
1197,Dogma,1999,Comedy
1198,I Married A Strange Person,1997,Animation
1199,Eraser,1996,Action Thriller
1200,Cabin Boy,1994,Comedy
1201,"Seventh Sign, The",1988,Thriller
1202,Nothing But Trouble,1991,Adventure Comedy
1203,Freeway,1996,Crime
1204,Daylight,1996,Action Adventure Thriller
1205,"Frighteners, The",1996,Comedy Horror
1206,"Lawnmower Man, The",1992,Action Sci-Fi Thriller
1207,Fast Times at Ridgemont High,1982,Comedy
1208,Clue,1985,Comedy Mystery
1209,Back to School,1986,Comedy
1210,"Long Kiss Goodnight, The",1996,Action Thriller
1211,Puppet Master,1989,Horror Sci-Fi Thriller
1212,Puppet Master II,1990,Horror Sci-Fi Thriller
1213,Airplane II: The Sequel,1982,Comedy
1214,Child's Play,1988,Horror
1215,European Vacation,1985,Comedy
1216,Bio-Dome,1996,Comedy
1217,"Transformers: The Movie, The",1986,Action Animation Children's Sci-Fi Thriller War
1218,Encino Man,1992,Comedy
1219,Gung Ho,1986,Comedy Drama
1220,In the Army Now,1994,Comedy War
1221,Things to Do in Denver when You're Dead,1995,Crime Drama Romance
1222,Death Becomes Her,1992,Comedy
1223,Rumble in the Bronx,1995,Action Adventure Crime
1224,"Crush, The",1993,Thriller
1225,Full Metal Jacket,1987,Action Drama War
1226,Hellraiser,1987,Horror
1227,Three Amigos!,1986,Comedy Western
1228,Touch of Evil,1958,Crime Film-Noir Thriller
1229,Nikita,La Femme Nikita,Thriller
1230,...And Justice for All,1979,Drama Thriller
1231,No Way Out,1987,Thriller
1232,"Thin Blue Line, The",1988,Documentary
1233,"Odd Couple, The",1968,Comedy
1234,Double Indemnity,1944,Crime Film-Noir
1235,Purple Noon,1960,Crime Thriller
1236,Lifeboat,1944,Drama Thriller War
