epoch,hit@1,hit@10,hit@20,hit@50,mrr@1,mrr@10,mrr@20,mrr@50,ndcg@1,ndcg@10,ndcg@20,ndcg@50,precision@1,precision@10,precision@20,precision@50,recall@1,recall@10,recall@20,recall@50,train_loss,valid_score
124,0.0717,0.3026,0.4212,0.5765,0.0717,0.1308,0.139,0.144,0.0717,0.1709,0.2008,0.2318,0.0717,0.0303,0.0211,0.0115,0.0717,0.3026,0.4212,0.5765,2367.722,0.1709
125,0.0707,0.3038,0.4212,0.5781,0.0707,0.131,0.1391,0.1442,0.0707,0.1714,0.201,0.2324,0.0707,0.0304,0.0211,0.0116,0.0707,0.3038,0.4212,0.5781,2367.5851,0.1714
126,0.0714,0.3022,0.4227,0.5775,0.0714,0.1308,0.1392,0.1442,0.0714,0.1708,0.2013,0.2321,0.0714,0.0302,0.0211,0.0115,0.0714,0.3022,0.4227,0.5775,2366.8328,0.1708
127,0.0702,0.3046,0.4189,0.5795,0.0702,0.1303,0.1381,0.1434,0.0702,0.171,0.1997,0.2318,0.0702,0.0305,0.0209,0.0116,0.0702,0.3046,0.4189,0.5795,2365.9502,0.171
128,0.0712,0.3028,0.42,0.5753,0.0712,0.1313,0.1394,0.1445,0.0712,0.1714,0.201,0.232,0.0712,0.0303,0.021,0.0115,0.0712,0.3028,0.42,0.5753,2365.041,0.1714
129,0.0727,0.3017,0.4227,0.5785,0.0727,0.1323,0.1406,0.1456,0.0727,0.1719,0.2023,0.2333,0.0727,0.0302,0.0211,0.0116,0.0727,0.3017,0.4227,0.5785,2364.8144,0.1719
130,0.0702,0.3025,0.4164,0.5783,0.0702,0.1303,0.1382,0.1435,0.0702,0.1705,0.1993,0.2317,0.0702,0.0302,0.0208,0.0116,0.0702,0.3025,0.4164,0.5783,2364.0122,0.1705
131,0.0704,0.3068,0.4222,0.5783,0.0704,0.1314,0.1393,0.1444,0.0704,0.1723,0.2014,0.2326,0.0704,0.0307,0.0211,0.0116,0.0704,0.3068,0.4222,0.5783,2363.1872,0.1723
132,0.073,0.302,0.4195,0.5772,0.073,0.1322,0.1404,0.1455,0.073,0.1719,0.2016,0.233,0.073,0.0302,0.021,0.0115,0.073,0.302,0.4195,0.5772,2362.8507,0.1719
133,0.0728,0.3073,0.4184,0.5772,0.0728,0.1327,0.1404,0.1455,0.0728,0.1734,0.2014,0.2331,0.0728,0.0307,0.0209,0.0115,0.0728,0.3073,0.4184,0.5772,2361.9288,0.1734
134,0.0694,0.3051,0.4185,0.5785,0.0694,0.1307,0.1386,0.1438,0.0694,0.1714,0.2001,0.2321,0.0694,0.0305,0.0209,0.0116,0.0694,0.3051,0.4185,0.5785,2361.677,0.1714
135,0.0671,0.3007,0.4179,0.5738,0.0671,0.1277,0.1359,0.141,0.0671,0.1681,0.1977,0.2289,0.0671,0.0301,0.0209,0.0115,0.0671,0.3007,0.4179,0.5738,2361.1027,0.1681
136,0.071,0.304,0.422,0.5747,0.071,0.1312,0.1392,0.1442,0.071,0.1715,0.2011,0.2317,0.071,0.0304,0.0211,0.0115,0.071,0.304,0.422,0.5747,2360.2534,0.1715
137,0.0732,0.3055,0.4243,0.5768,0.0732,0.1321,0.1402,0.1452,0.0732,0.1726,0.2024,0.2328,0.0732,0.0305,0.0212,0.0115,0.0732,0.3055,0.4243,0.5768,2359.7923,0.1726
138,0.0727,0.3065,0.4195,0.5737,0.0727,0.1322,0.14,0.145,0.0727,0.1728,0.2013,0.2322,0.0727,0.0306,0.021,0.0115,0.0727,0.3065,0.4195,0.5737,2359.0309,0.1728
139,0.0714,0.3035,0.4189,0.5773,0.0714,0.1321,0.14,0.1452,0.0714,0.1722,0.2013,0.2329,0.0714,0.0303,0.0209,0.0115,0.0714,0.3035,0.4189,0.5773,2358.512,0.1722
140,0.0697,0.301,0.4172,0.5773,0.0697,0.1295,0.1375,0.1427,0.0697,0.1695,0.1988,0.2308,0.0697,0.0301,0.0209,0.0115,0.0697,0.301,0.4172,0.5773,2357.5662,0.1695
141,0.0702,0.3045,0.4189,0.5758,0.0702,0.132,0.1398,0.1449,0.0702,0.1724,0.2011,0.2324,0.0702,0.0304,0.0209,0.0115,0.0702,0.3045,0.4189,0.5758,2357.527,0.1724
142,0.0674,0.3051,0.4179,0.5772,0.0674,0.1296,0.1374,0.1425,0.0674,0.1706,0.1991,0.2308,0.0674,0.0305,0.0209,0.0115,0.0674,0.3051,0.4179,0.5772,2356.8581,0.1706
143,0.0738,0.3018,0.4172,0.5762,0.0738,0.1321,0.14,0.1452,0.0738,0.1718,0.2008,0.2325,0.0738,0.0302,0.0209,0.0115,0.0738,0.3018,0.4172,0.5762,2356.4165,0.1718
144,0.0715,0.3022,0.4164,0.5755,0.0715,0.1313,0.1392,0.1444,0.0715,0.1712,0.2,0.2318,0.0715,0.0302,0.0208,0.0115,0.0715,0.3022,0.4164,0.5755,2355.9796,0.1712
145,0.0715,0.3022,0.4185,0.5773,0.0715,0.1313,0.1393,0.1444,0.0715,0.1712,0.2005,0.2322,0.0715,0.0302,0.0209,0.0115,0.0715,0.3022,0.4185,0.5773,2355.1932,0.1712
146,0.0748,0.302,0.4172,0.5778,0.0748,0.1333,0.1413,0.1465,0.0748,0.1727,0.2018,0.2339,0.0748,0.0302,0.0209,0.0116,0.0748,0.302,0.4172,0.5778,2354.6611,0.1727
147,0.0717,0.3058,0.4205,0.5778,0.0717,0.1323,0.1402,0.1452,0.0717,0.1728,0.2017,0.233,0.0717,0.0306,0.021,0.0116,0.0717,0.3058,0.4205,0.5778,2354.1102,0.1728
148,0.0727,0.304,0.4192,0.576,0.0727,0.1323,0.1402,0.1453,0.0727,0.1724,0.2015,0.2327,0.0727,0.0304,0.021,0.0115,0.0727,0.304,0.4192,0.576,2353.2636,0.1724
149,0.0705,0.3003,0.4169,0.5795,0.0705,0.1317,0.1398,0.1451,0.0705,0.1712,0.2007,0.2332,0.0705,0.03,0.0208,0.0116,0.0705,0.3003,0.4169,0.5795,2352.9001,0.1712
150,0.0732,0.307,0.421,0.5811,0.0732,0.1337,0.1415,0.1466,0.0732,0.1741,0.2029,0.2347,0.0732,0.0307,0.0211,0.0116,0.0732,0.307,0.421,0.5811,2352.2383,0.1741
151,0.0714,0.3068,0.4202,0.577,0.0714,0.1326,0.1404,0.1454,0.0714,0.1733,0.2018,0.2331,0.0714,0.0307,0.021,0.0115,0.0714,0.3068,0.4202,0.577,2351.6135,0.1733
152,0.0724,0.302,0.4224,0.578,0.0724,0.1319,0.1402,0.1452,0.0724,0.1717,0.202,0.233,0.0724,0.0302,0.0211,0.0116,0.0724,0.302,0.4224,0.578,2351.5613,0.1717
153,0.073,0.3028,0.4187,0.5793,0.073,0.1329,0.1409,0.1461,0.073,0.1727,0.2019,0.234,0.073,0.0303,0.0209,0.0116,0.073,0.3028,0.4187,0.5793,2351.1775,0.1727
154,0.0689,0.3022,0.4235,0.58,0.0689,0.1305,0.1388,0.1438,0.0689,0.1707,0.2013,0.2323,0.0689,0.0302,0.0212,0.0116,0.0689,0.3022,0.4235,0.58,2350.7681,0.1707
155,0.0715,0.2982,0.4179,0.5714,0.0715,0.1315,0.1398,0.1448,0.0715,0.1705,0.2008,0.2314,0.0715,0.0298,0.0209,0.0114,0.0715,0.2982,0.4179,0.5714,2349.7631,0.1705
156,0.0714,0.304,0.4215,0.5773,0.0714,0.1325,0.1406,0.1456,0.0714,0.1726,0.2023,0.2332,0.0714,0.0304,0.0211,0.0115,0.0714,0.304,0.4215,0.5773,2349.5436,0.1726
157,0.0733,0.3061,0.4214,0.5785,0.0733,0.1328,0.1408,0.1459,0.0733,0.1732,0.2024,0.2336,0.0733,0.0306,0.0211,0.0116,0.0733,0.3061,0.4214,0.5785,2347.9804,0.1732
158,0.0715,0.3038,0.4195,0.5742,0.0715,0.1328,0.1409,0.1459,0.0715,0.1728,0.2021,0.233,0.0715,0.0304,0.021,0.0115,0.0715,0.3038,0.4195,0.5742,2348.1877,0.1728
159,0.0755,0.3066,0.4227,0.5743,0.0755,0.1351,0.143,0.1479,0.0755,0.1751,0.2043,0.2345,0.0755,0.0307,0.0211,0.0115,0.0755,0.3066,0.4227,0.5743,2347.7293,0.1751
160,0.0735,0.3041,0.4212,0.5767,0.0735,0.1337,0.1419,0.1469,0.0735,0.1736,0.2032,0.2341,0.0735,0.0304,0.0211,0.0115,0.0735,0.3041,0.4212,0.5767,2347.5924,0.1736
161,0.0732,0.3041,0.4184,0.5772,0.0732,0.1326,0.1404,0.1455,0.0732,0.1726,0.2013,0.2329,0.0732,0.0304,0.0209,0.0115,0.0732,0.3041,0.4184,0.5772,2347.2586,0.1726
162,0.0707,0.3035,0.4194,0.5791,0.0707,0.1323,0.1403,0.1455,0.0707,0.1724,0.2016,0.2335,0.0707,0.0303,0.021,0.0116,0.0707,0.3035,0.4194,0.5791,2346.3636,0.1724
163,0.0728,0.3035,0.4209,0.5775,0.0728,0.1331,0.1411,0.1462,0.0728,0.1729,0.2025,0.2337,0.0728,0.0303,0.021,0.0115,0.0728,0.3035,0.4209,0.5775,2346.5909,0.1729
164,0.0755,0.3056,0.4185,0.5788,0.0755,0.1352,0.143,0.1482,0.0755,0.175,0.2035,0.2355,0.0755,0.0306,0.0209,0.0116,0.0755,0.3056,0.4185,0.5788,2345.8149,0.175
165,0.0715,0.3076,0.4214,0.5776,0.0715,0.1331,0.1408,0.1458,0.0715,0.1738,0.2024,0.2335,0.0715,0.0308,0.0211,0.0116,0.0715,0.3076,0.4214,0.5776,2345.5294,0.1738
166,0.0727,0.302,0.4195,0.5783,0.0727,0.1327,0.1409,0.146,0.0727,0.1723,0.2021,0.2337,0.0727,0.0302,0.021,0.0116,0.0727,0.302,0.4195,0.5783,2344.8128,0.1723
167,0.0724,0.303,0.419,0.5785,0.0724,0.1331,0.141,0.1462,0.0724,0.1728,0.202,0.2338,0.0724,0.0303,0.021,0.0116,0.0724,0.303,0.419,0.5785,2344.116,0.1728
168,0.0715,0.3018,0.4245,0.5753,0.0715,0.1317,0.1401,0.145,0.0715,0.1715,0.2024,0.2324,0.0715,0.0302,0.0212,0.0115,0.0715,0.3018,0.4245,0.5753,2344.1985,0.1715
169,0.0714,0.306,0.4171,0.5768,0.0714,0.1328,0.1406,0.1458,0.0714,0.1733,0.2015,0.2334,0.0714,0.0306,0.0209,0.0115,0.0714,0.306,0.4171,0.5768,2343.29,0.1733
170,0.072,0.306,0.4194,0.5772,0.072,0.1329,0.1407,0.1458,0.072,0.1734,0.2019,0.2334,0.072,0.0306,0.021,0.0115,0.072,0.306,0.4194,0.5772,2343.3493,0.1734
171,0.0755,0.3005,0.4184,0.5755,0.0755,0.1334,0.1416,0.1467,0.0755,0.1725,0.2022,0.2336,0.0755,0.03,0.0209,0.0115,0.0755,0.3005,0.4184,0.5755,2342.7848,0.1725
172,0.0732,0.3061,0.4207,0.5762,0.0732,0.1343,0.1422,0.1472,0.0732,0.1745,0.2033,0.2344,0.0732,0.0306,0.021,0.0115,0.0732,0.3061,0.4207,0.5762,2342.7283,0.1745
173,0.0727,0.3028,0.419,0.5743,0.0727,0.1326,0.1406,0.1456,0.0727,0.1723,0.2017,0.2326,0.0727,0.0303,0.021,0.0115,0.0727,0.3028,0.419,0.5743,2341.616,0.1723
174,0.0712,0.303,0.4214,0.5755,0.0712,0.1319,0.14,0.145,0.0712,0.1719,0.2017,0.2325,0.0712,0.0303,0.0211,0.0115,0.0712,0.303,0.4214,0.5755,2341.365,0.1719
175,0.0738,0.2992,0.4177,0.5748,0.0738,0.1327,0.141,0.1461,0.0738,0.1716,0.2017,0.233,0.0738,0.0299,0.0209,0.0115,0.0738,0.2992,0.4177,0.5748,2341.7004,0.1716
176,0.0724,0.3045,0.4217,0.5748,0.0724,0.1336,0.1416,0.1466,0.0724,0.1736,0.2031,0.2336,0.0724,0.0304,0.0211,0.0115,0.0724,0.3045,0.4217,0.5748,2340.9045,0.1736
177,0.0732,0.3045,0.4219,0.5738,0.0732,0.1331,0.1411,0.146,0.0732,0.1731,0.2027,0.233,0.0732,0.0304,0.0211,0.0115,0.0732,0.3045,0.4219,0.5738,2340.3948,0.1731
178,0.0742,0.3046,0.4224,0.5735,0.0742,0.1343,0.1424,0.1473,0.0742,0.1741,0.2037,0.2339,0.0742,0.0305,0.0211,0.0115,0.0742,0.3046,0.4224,0.5735,2339.7722,0.1741
179,0.0743,0.3073,0.4267,0.5793,0.0743,0.1354,0.1435,0.1484,0.0743,0.1756,0.2055,0.2358,0.0743,0.0307,0.0213,0.0116,0.0743,0.3073,0.4267,0.5793,2339.7258,0.1756
180,0.0699,0.3028,0.4207,0.574,0.0699,0.1306,0.1388,0.1437,0.0699,0.1709,0.2006,0.2312,0.0699,0.0303,0.021,0.0115,0.0699,0.3028,0.4207,0.574,2339.1659,0.1709
181,0.0765,0.3078,0.4212,0.5757,0.0765,0.136,0.1438,0.1488,0.0765,0.1761,0.2046,0.2355,0.0765,0.0308,0.0211,0.0115,0.0765,0.3078,0.4212,0.5757,2339.0327,0.1761
182,0.0727,0.3081,0.4197,0.577,0.0727,0.1339,0.1415,0.1466,0.0727,0.1746,0.2025,0.2339,0.0727,0.0308,0.021,0.0115,0.0727,0.3081,0.4197,0.577,2338.3947,0.1746
183,0.0719,0.3061,0.4212,0.5747,0.0719,0.1334,0.1413,0.1462,0.0719,0.1738,0.2027,0.2333,0.0719,0.0306,0.0211,0.0115,0.0719,0.3061,0.4212,0.5747,2338.1664,0.1738
184,0.0763,0.3055,0.4185,0.5775,0.0763,0.1356,0.1434,0.1486,0.0763,0.1753,0.2038,0.2356,0.0763,0.0305,0.0209,0.0115,0.0763,0.3055,0.4185,0.5775,2338.0236,0.1753
185,0.0733,0.3038,0.4177,0.5743,0.0733,0.1334,0.1411,0.1463,0.0733,0.1732,0.2018,0.2332,0.0733,0.0304,0.0209,0.0115,0.0733,0.3038,0.4177,0.5743,2337.3823,0.1732
186,0.0695,0.3012,0.4172,0.5743,0.0695,0.131,0.1391,0.1442,0.0695,0.1708,0.2002,0.2316,0.0695,0.0301,0.0209,0.0115,0.0695,0.3012,0.4172,0.5743,2337.1515,0.1708
187,0.0725,0.3053,0.4192,0.5775,0.0725,0.1337,0.1415,0.1467,0.0725,0.1738,0.2025,0.2342,0.0725,0.0305,0.021,0.0115,0.0725,0.3053,0.4192,0.5775,2336.704,0.1738
188,0.0724,0.3013,0.4202,0.5748,0.0724,0.1325,0.1407,0.1457,0.0724,0.172,0.2019,0.2328,0.0724,0.0301,0.021,0.0115,0.0724,0.3013,0.4202,0.5748,2336.6292,0.172
189,0.0743,0.3051,0.4204,0.5745,0.0743,0.1342,0.1422,0.1473,0.0743,0.1742,0.2033,0.2341,0.0743,0.0305,0.021,0.0115,0.0743,0.3051,0.4204,0.5745,2335.6606,0.1742
190,0.072,0.306,0.4199,0.5772,0.072,0.1338,0.1416,0.1467,0.072,0.1741,0.2027,0.2342,0.072,0.0306,0.021,0.0115,0.072,0.306,0.4199,0.5772,2335.7043,0.1741
191,0.0722,0.3094,0.4194,0.5762,0.0722,0.1337,0.1412,0.1463,0.0722,0.1748,0.2024,0.2337,0.0722,0.0309,0.021,0.0115,0.0722,0.3094,0.4194,0.5762,2335.4342,0.1748
192,0.0742,0.3079,0.42,0.5775,0.0742,0.1343,0.142,0.1471,0.0742,0.1748,0.203,0.2344,0.0742,0.0308,0.021,0.0115,0.0742,0.3079,0.42,0.5775,2335.0145,0.1748
193,0.0728,0.3056,0.4184,0.5738,0.0728,0.1335,0.1412,0.1463,0.0728,0.1737,0.2021,0.2331,0.0728,0.0306,0.0209,0.0115,0.0728,0.3056,0.4184,0.5738,2334.3846,0.1737
194,0.0727,0.3061,0.421,0.5757,0.0727,0.1343,0.1422,0.1473,0.0727,0.1745,0.2035,0.2344,0.0727,0.0306,0.0211,0.0115,0.0727,0.3061,0.421,0.5757,2334.5298,0.1745
195,0.0727,0.3033,0.4175,0.5755,0.0727,0.1327,0.1406,0.1457,0.0727,0.1726,0.2014,0.2329,0.0727,0.0303,0.0209,0.0115,0.0727,0.3033,0.4175,0.5755,2334.0321,0.1726
196,0.074,0.3041,0.42,0.5742,0.074,0.1333,0.1412,0.1462,0.074,0.1732,0.2024,0.2332,0.074,0.0304,0.021,0.0115,0.074,0.3041,0.42,0.5742,2333.9376,0.1732
197,0.074,0.3041,0.4189,0.577,0.074,0.1338,0.1416,0.1467,0.074,0.1736,0.2024,0.2339,0.074,0.0304,0.0209,0.0115,0.074,0.3041,0.4189,0.577,2333.4893,0.1736
198,0.0735,0.3078,0.4233,0.5768,0.0735,0.1339,0.1418,0.1468,0.0735,0.1745,0.2036,0.2341,0.0735,0.0308,0.0212,0.0115,0.0735,0.3078,0.4233,0.5768,2332.9965,0.1745
199,0.0755,0.3031,0.4156,0.5742,0.0755,0.1348,0.1425,0.1477,0.0755,0.1742,0.2025,0.2343,0.0755,0.0303,0.0208,0.0115,0.0755,0.3031,0.4156,0.5742,2332.6885,0.1742
200,0.0753,0.3015,0.418,0.5714,0.0753,0.1337,0.1417,0.1467,0.0753,0.1729,0.2023,0.2329,0.0753,0.0301,0.0209,0.0114,0.0753,0.3015,0.418,0.5714,2332.0817,0.1729
201,0.0753,0.3084,0.423,0.5727,0.0753,0.1363,0.144,0.1488,0.0753,0.1766,0.2052,0.235,0.0753,0.0308,0.0212,0.0115,0.0753,0.3084,0.423,0.5727,2331.2594,0.1766
202,0.0773,0.3038,0.4184,0.5775,0.0773,0.1355,0.1434,0.1486,0.0773,0.1748,0.2037,0.2355,0.0773,0.0304,0.0209,0.0115,0.0773,0.3038,0.4184,0.5775,2331.4241,0.1748
203,0.0765,0.3041,0.4175,0.574,0.0765,0.1349,0.1428,0.1479,0.0765,0.1744,0.2031,0.2343,0.0765,0.0304,0.0209,0.0115,0.0765,0.3041,0.4175,0.574,2331.8778,0.1744
204,0.0745,0.306,0.4157,0.5798,0.0745,0.1346,0.1421,0.1474,0.0745,0.1746,0.2023,0.235,0.0745,0.0306,0.0208,0.0116,0.0745,0.306,0.4157,0.5798,2331.3063,0.1746
205,0.072,0.3051,0.4182,0.5743,0.072,0.1334,0.1412,0.1463,0.072,0.1736,0.2022,0.2333,0.072,0.0305,0.0209,0.0115,0.072,0.3051,0.4182,0.5743,2331.0134,0.1736
206,0.0727,0.3055,0.4205,0.5768,0.0727,0.1336,0.1415,0.1466,0.0727,0.1738,0.2029,0.234,0.0727,0.0305,0.021,0.0115,0.0727,0.3055,0.4205,0.5768,2330.7701,0.1738
207,0.0735,0.3048,0.4209,0.574,0.0735,0.1335,0.1414,0.1463,0.0735,0.1735,0.2026,0.2332,0.0735,0.0305,0.021,0.0115,0.0735,0.3048,0.4209,0.574,2330.5769,0.1735
208,0.0732,0.3073,0.419,0.5735,0.0732,0.1339,0.1415,0.1466,0.0732,0.1744,0.2025,0.2333,0.0732,0.0307,0.021,0.0115,0.0732,0.3073,0.419,0.5735,2330.1695,0.1744
209,0.0727,0.303,0.4185,0.5745,0.0727,0.1327,0.1406,0.1457,0.0727,0.1725,0.2016,0.2327,0.0727,0.0303,0.0209,0.0115,0.0727,0.303,0.4185,0.5745,2329.996,0.1725
210,0.0778,0.3043,0.4151,0.5728,0.0778,0.1363,0.1439,0.149,0.0778,0.1755,0.2034,0.2349,0.0778,0.0304,0.0208,0.0115,0.0778,0.3043,0.4151,0.5728,2329.8331,0.1755
211,0.0747,0.3089,0.4215,0.575,0.0747,0.1351,0.1427,0.1477,0.0747,0.1757,0.2039,0.2345,0.0747,0.0309,0.0211,0.0115,0.0747,0.3089,0.4215,0.575,2329.7287,0.1757
